entry_price,entry_time,size,pnl,exit_price,exit_time
3726.860107421875,2021-01-05 05:00:00 UTC,13.199024456467159,1088.1254773964756,3816.843652170118,2021-01-29 05:00:00 UTC
3773.860107421875,2021-02-01 05:00:00 UTC,25.9076103320826,3862.5702827448113,3930.65480213708,2021-02-25 05:00:00 UTC
3811.14990234375,2021-02-26 05:00:00 UTC,-13.854364737577455,395.45333239548927,3790.207668065238,2021-03-01 05:00:00 UTC
3870.2900390625,2021-03-02 05:00:00 UTC,27.373859022345485,1391.4619950737397,3928.9210306984523,2021-03-03 05:00:00 UTC
3768.469970703125,2021-03-04 05:00:00 UTC,-28.041719067322116,853.3896461353434,3745.5511341045035,2021-03-09 05:00:00 UTC
3898.81005859375,2021-03-10 05:00:00 UTC,27.02383703983852,6720.744566002584,4155.56133250446,2021-05-12 04:00:00 UTC
4112.5,2021-05-13 04:00:00 UTC,28.782005446006586,2680.6741989843285,4213.96362197646,2021-05-19 04:00:00 UTC
4159.1201171875,2021-05-20 04:00:00 UTC,28.75685383647628,2010.9206077083654,4237.445076465683,2021-06-18 04:00:00 UTC
4224.7900390625,2021-06-21 04:00:00 UTC,28.9677087364862,2988.266926681623,4336.509892328755,2021-07-19 04:00:00 UTC
4323.06005859375,2021-07-20 04:00:00 UTC,28.751670212218723,5160.083950308748,4511.365238536495,2021-09-14 04:00:00 UTC
4480.7001953125,2021-09-15 04:00:00 UTC,29.844890394857,481.2668109489023,4505.812309371808,2021-09-17 04:00:00 UTC
4357.72998046875,2021-09-20 04:00:00 UTC,-30.677982047158224,1100.8497567500162,4330.534210466764,2021-10-14 04:00:00 UTC
4471.3701171875,2021-10-15 04:00:00 UTC,14.640285943760372,2708.89841694972,4665.537455679254,2021-11-30 05:00:00 UTC
4513.0400390625,2021-12-01 05:00:00 UTC,-15.407183239161894,-504.02985396052827,4554.821853020746,2021-12-07 05:00:00 UTC
4701.2099609375,2021-12-08 05:00:00 UTC,30.163657861706298,1147.0325550187845,4748.686829133947,2021-12-17 05:00:00 UTC
4568.02001953125,2021-12-20 05:00:00 UTC,-31.079103312484172,1927.9237802969292,4515.070310494039,2021-12-21 05:00:00 UTC
4696.56005859375,2021-12-22 05:00:00 UTC,30.592669147436563,2495.9363626836275,4787.630342403429,2022-01-07 05:00:00 UTC
4670.2900390625,2022-01-10 05:00:00 UTC,-31.295807634775183,2668.305980536941,4594.293810611807,2022-01-11 05:00:00 UTC
4726.35009765625,2022-01-12 05:00:00 UTC,31.458237555595545,1402.4071836715448,4780.436851337108,2022-01-13 05:00:00 UTC
4662.85009765625,2022-01-14 05:00:00 UTC,-19.12659738090697,8585.666617883544,4222.849544982303,2022-03-17 04:00:00 UTC
4463.1201171875,2022-03-18 04:00:00 UTC,39.75599355199033,2792.2200179800275,4542.359535638221,2022-04-12 04:00:00 UTC
4446.58984375,2022-04-13 04:00:00 UTC,40.0787506241199,3207.9763715929876,4535.613873163505,2022-04-14 04:00:00 UTC
4391.68994140625,2022-04-18 04:00:00 UTC,-41.26965484805666,3231.7725291470415,4322.095038294287,2022-04-19 04:00:00 UTC
4459.4501953125,2022-04-20 04:00:00 UTC,41.32663198622606,2877.261270723975,4538.070163289939,2022-04-21 04:00:00 UTC
4271.77978515625,2022-04-22 04:00:00 UTC,-45.34680303616848,13894.694662223832,3973.6156051870807,2022-06-07 04:00:00 UTC
